Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
0,0,Dig burrow,Sand Area,Adult,{},{},[-33058.48369771242;67028.44732439518;18625.385518431664]
0,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53614.267852544785;62474.26510886848;22473.139656566083]
0,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
0,5,None,Right Sticks Area,Pup,{6},{6;7},[15937.004056129605;61790.08195902407;-13540.213423108682]
0,6,None,Right Sticks Area,Pup,{5},{5},[17031.635333754122;62342.933011591434;-13728.052788801491]
0,7,None,Right Sticks Area,Pup,{},{5},[11876.151771125384;55445.738208603114;-12462.334589389153]
0,8,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17520.085801705718;64989.94054496288;-32683.35532023199]
1,0,Dig burrow,Sand Area,Adult,{},{},[-33141.921890467405;67000.63874214888;18619.705316293985]
1,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53502.49453532696;62516.63727784157;22939.885766781867]
1,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
1,5,None,Right Sticks Area,Pup,{6},{6},[16168.402118816972;62078.54313784838;-13601.72378128767]
1,6,None,Right Sticks Area,Pup,{5},{5},[16919.1061258018;62163.12562984228;-14000.179412998259]
1,7,None,Background,Pup,{},{},[11757.688235979527;55203.79913252592;-12477.66511016339]
1,8,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17520.085801705718;64989.94054496288;-32683.35532023199]
2,0,Dig burrow,Sand Area,Adult,{},{},[-33356.93374696374;66878.92046742141;18414.720124866813]
2,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53372.23487555981;62534.33391547203;23401.754304677248]
2,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
2,5,None,Right Sticks Area,Pup,{6},{6},[16168.402118816972;62078.54313784838;-13601.72378128767]
2,6,None,Right Sticks Area,Pup,{5},{5},[16793.966564685106;61922.19418531656;-14258.209640324116]
2,7,None,Background,Pup,{},{},[11757.688235979527;55203.79913252592;-12477.66511016339]
2,8,Raised Guarding (Vigilant),Mound,Adult,{},{},[-17520.085801705718;64989.94054496288;-32683.35532023199]
3,0,Dig burrow,Sand Area,Adult,{},{},[-33303.53086151183;66854.70784386992;18048.985953316092]
3,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{},[-53272.536073595285;62588.71829985827;23875.833217926323]
3,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{},[0.0;0.0;0.0]
3,5,None,Right Sticks Area,Pup,{6},{6},[16168.402118816972;62078.54313784838;-13601.72378128767]
