Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
0,0,Foraging,Foraging,Adult,{1},{1},[-5368.300549320877;36417.54713284969;-11145.716092437506]
0,1,Foraging,Foraging,Adult,{0},{0},[-3077.4515415267088;34615.3176429607;-12426.61073191557]
0,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[5962.364246666431;31072.26054596901;-13170.991143107414]
0,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8323.561037480831;30089.26257276535;-13956.44983074069]
0,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11587.750565215945;30686.050462201238;-14049.01954588294]
0,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8913.210116006434;29427.093268565834;-14426.800693154335]
1,0,Foraging,Foraging,Adult,{1},{1},[-4914.056581496261;36238.97608751804;-11329.016734464094]
1,1,Foraging,Foraging,Adult,{0},{0},[-3212.4369778633118;34651.29450178146;-12424.453250527382]
1,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6001.647067517042;31068.471179982647;-13175.96738994494]
1,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8360.482454799116;30080.64562088251;-13960.569211762398]
1,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11605.796865038574;30726.53188438341;-14025.294997356832]
1,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8823.003923654556;29396.89076665044;-14438.720039535314]
2,0,Foraging,Foraging,Adult,{1},{1},[-5529.264496034011;36282.673547104;-11372.234908759594]
2,1,Foraging,Foraging,Adult,{0},{0},[-3123.1291802185588;34628.37123661488;-12425.640245983377]
2,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6001.647067517042;31068.471179982647;-13175.96738994494]
2,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8398.200329009444;30074.83460861817;-13965.4373522643]
2,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11693.735516970977;30739.420227721334;-14047.97280462645]
2,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8771.777307558805;29365.26572933793;-14458.007416363806]
3,0,Foraging,Foraging,Adult,{1},{1},[-5572.463148584589;36357.41786374524;-11296.174209826626]
3,1,Foraging,Foraging,Adult,{0},{0},[-3164.478072807193;34680.63352954388;-12393.380982369184]
3,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6001.647067517042;31068.471179982647;-13175.96738994494]
3,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8992.22880601883;30053.525661945343;-14026.597559690475]
3,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11752.939748078585;30776.247188925743;-14029.39132258296]
3,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8694.740935124457;29368.815469369292;-14443.932767044753]
4,0,Foraging,Foraging,Adult,{1},{1},[-5510.3397688558325;36539.645286064595;-11073.358014404774]
4,1,Foraging,Foraging,Adult,{0},{0},[-3164.478072807193;34680.63352954388;-12393.380982369184]
4,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6001.647067517042;31068.471179982647;-13175.96738994494]
4,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8910.077655434608;30159.17897556722;-13967.291919734329]
4,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11793.233340263367;30771.654788017273;-14035.705933690071]
4,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8640.201876930892;29331.295014306903;-14459.141888033599]
5,0,Foraging,Foraging,Adult,{1},{1},[-5498.815409028903;36661.24904693663;-10921.751463521272]
5,1,Foraging,Foraging,Adult,{0},{0},[-3159.946534016868;34722.34343798086;-12362.789890001528]
5,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6001.647067517042;31068.471179982647;-13175.96738994494]
5,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8910.077655434608;30159.17897556722;-13967.291919734329]
5,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11891.27311867848;30800.185421578586;-14021.680649001151]
5,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8640.201876930892;29331.295014306903;-14459.141888033599]
6,0,Foraging,Foraging,Adult,{1},{1},[-5220.344435706735;36402.81766247749;-11109.670296609402]
6,1,Foraging,Foraging,Adult,{0},{0},[-3159.946534016868;34722.34343798086;-12362.789890001528]
6,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6078.585458088666;31058.512859134004;-13184.907168576494]
6,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8986.3242807379;30146.439233185723;-13976.97564715147]
6,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11811.959879860282;30814.111319184303;-14012.699894607067]
6,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8602.740356400609;29333.968459270895;-14452.62935185805]
7,0,Foraging,Foraging,Adult,{1},{1},[-5127.39946084097;36385.97056894004;-11114.413047928363]
7,1,Foraging,Foraging,Adult,{0},{0},[-3206.7318164757453;34735.579646639526;-12363.08547657542]
7,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6078.585458088666;31058.512859134004;-13184.907168576494]
7,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[8986.3242807379;30146.439233185723;-13976.97564715147]
7,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11811.959879860282;30814.111319184303;-14012.699894607067]
7,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8563.849389765412;29337.026386877522;-14447.551415615715]
8,0,Foraging,Foraging,Adult,{1},{1},[-5035.120410727337;36374.14956531674;-11120.683185571805]
8,1,Foraging,Foraging,Adult,{0},{0},[-3205.020353118889;34783.76073667407;-12333.36619995255]
8,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6078.585458088666;31058.512859134004;-13184.907168576494]
8,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[9063.251849234104;30135.321458876133;-13987.169432148337]
8,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11852.13022594899;30809.31792908907;-14018.92909231782]
8,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8551.547810679302;29302.763671802357;-14470.967480299063]
9,0,Foraging,Foraging,Adult,{1},{1},[-4986.745050233789;36368.504261121154;-11123.121097514406]
9,1,Foraging,Foraging,Adult,{0},{0},[-3194.2899554437026;34912.42896479368;-12241.771843973547]
9,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6078.585458088666;31058.512859134004;-13184.907168576494]
9,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[9063.251849234104;30135.321458876133;-13987.169432148337]
9,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11852.13022594899;30809.31792908907;-14018.92909231782]
9,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8513.381078720093;29305.670326001942;-14466.011574279517]
10,0,Foraging,Foraging,Adult,{1},{1},[-4938.27282551676;36354.66604976356;-11123.051620807499]
10,1,Foraging,Foraging,Adult,{0},{0},[-3186.9774897778407;35045.96147750318;-12150.68442638591]
10,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6116.546269673854;31052.719256579876;-13189.029746361077]
10,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[9139.92604886368;30124.235966712236;-13996.628969749436]
10,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11891.27311867848;30800.185421578586;-14021.680649001151]
10,6,Foraging,Foraging,Adult,{3;4;2},{3;4;2},[8513.381078720093;29305.670326001942;-14466.011574279517]
11,0,Foraging,Foraging,Adult,{1},{1},[-4664.485820159316;36302.048114180565;-11184.646554008126]
11,1,Foraging,Foraging,Adult,{0},{0},[-3182.737377792597;35083.469917334616;-12117.730410488322]
11,2,Foraging,Foraging,Adult,{3;6},{3;6;4},[6116.546269673854;31052.719256579876;-13189.029746361077]
11,3,Foraging,Foraging,Adult,{6;4;2},{6;4;2},[9257.473224760033;30328.398413056508;-13886.986055655405]
11,4,Foraging,Foraging,Adult,{3;6},{3;6;2},[11891.27311867848;30800.185421578586;-14021.680649001151]
