Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
0,0,Foraging,Foraging,Adult,{1},{1},[-3187.937867075205;42426.05284382403;-15297.291041865945]
0,1,Foraging,Foraging,Adult,{0},{0},[-3285.283393362537;43633.24537035078;-12736.8676268626]
0,2,Foraging,Foraging,Adult,{},{7},[10126.54524828121;42762.73451678455;-18511.766936264932]
0,3,Interacting with foreign object,Background,Adult,{},{},[58747.17814660072;42403.276904284954;-3984.45658486709]
0,5,Foraging,Background,Adult,{6},{6},[46888.68236298114;40043.814962189645;-15566.451725547202]
0,6,Moving,Background,Adult,{5},{5},[50457.91955212876;39751.700308822095;-16624.11119645089]
0,7,Low sitting/standing (stationary),Foraging,Adult,{},{2},[16932.87839603424;42068.521827697754;-21603.826424598694]
1,0,Foraging,Foraging,Adult,{1},{1},[-3551.7358992192894;42429.09031704068;-15199.277418129146]
1,1,Foraging,Foraging,Adult,{0},{0},[-3452.5865169828758;43614.795452684164;-12767.76923154667]
1,2,Foraging,Foraging,Adult,{4},{4;7},[10572.16640394926;42793.131259799;-18661.62161666155]
1,3,Interacting with foreign object,Background,Adult,{},{},[58854.55699688196;42361.32316702604;-4068.555780172348]
1,4,Foraging,Foraging,Adult,{2},{2},[8478.977922439575;43557.01859664917;-15589.264519691467]
1,5,Foraging,Background,Adult,{6},{6},[46966.33837890625;40037.49201756716;-15578.765401229262]
1,6,Moving,Background,Adult,{5},{5},[50103.77895363048;39792.49805993214;-16441.557650659233]
1,7,Low sitting/standing (stationary),Foraging,Adult,{},{2},[17160.861074216664;42050.94979232922;-21643.70991061814]
2,0,Foraging,Foraging,Adult,{1},{1},[-3697.7407554611564;42465.968411028385;-15082.710197538137]
2,1,Foraging,Foraging,Adult,{0},{0},[-3563.1830764254555;43613.472671646625;-12755.53418287728]
2,2,Foraging,Foraging,Adult,{4},{4;7},[10686.806758040562;42806.16584558785;-18685.711025763303]
2,3,Interacting with foreign object,Background,Adult,{},{},[58933.90586185455;42354.60208928585;-4076.9505751617253]
2,4,Foraging,Foraging,Adult,{2},{2},[8588.978008322418;43558.69235920906;-15608.921623297036]
2,5,Foraging,Background,Adult,{6},{6},[46966.33837890625;40037.49201756716;-15578.765401229262]
2,6,Moving,Background,Adult,{5},{5},[50103.77895363048;39792.49805993214;-16441.557650659233]
2,7,Low sitting/standing (stationary),Foraging,Adult,{},{2},[17390.464832922444;42032.94075836241;-21686.846898384392]
3,0,Foraging,Foraging,Adult,{1},{1},[-4359.113572970033;42543.97468787432;-14750.653661571443]
3,1,Foraging,Foraging,Adult,{0},{0},[-3291.534938206896;43621.68702773005;-12790.46367512457]
3,2,Foraging,Foraging,Adult,{4},{4;7},[10831.730692091398;42921.563887473196;-18697.87581376359]
3,3,Interacting with foreign object,Background,Adult,{},{},[58977.89620734006;42330.24298001826;-4150.819716417231]
3,4,Foraging,Foraging,Adult,{2},{2},[8588.978008322418;43558.69235920906;-15608.921623297036]
3,5,Foraging,Background,Adult,{6},{6},[46966.33837890625;40037.49201756716;-15578.765401229262]
3,6,Moving,Background,Adult,{5},{5},[49031.099857866764;39759.44731129706;-16742.762863520533]
3,7,Low sitting/standing (stationary),Foraging,Adult,{},{2},[17390.464832922444;42032.94075836241;-21686.846898384392]
4,0,Foraging,Foraging,Adult,{1},{1},[-4185.295195499668;42584.71819962561;-14671.676419156604]
4,1,Foraging,Foraging,Adult,{0},{0},[-3399.634760758374;43616.20486523211;-12775.029191134498]
4,2,Foraging,Foraging,Adult,{4},{4;7},[10842.82971277833;42942.11430750787;-18648.05103868991]
4,3,Interacting with foreign object,Background,Adult,{},{},[59030.45825561881;42305.017867296934;-4160.100428070873]
4,4,Foraging,Foraging,Adult,{2},{2},[8712.013482034206;43586.86936867237;-15577.526805531234]
4,5,Foraging,Background,Adult,{6},{6},[46966.33837890625;40037.49201756716;-15578.765401229262]
4,6,Moving,Background,Adult,{5},{5},[47516.13614123687;39831.119090948254;-16656.58254717104]
4,7,Low sitting/standing (stationary),Foraging,Adult,{},{2},[17276.168893173337;42041.95359304547;-21664.62140855193]
5,0,Foraging,Foraging,Adult,{1},{1},[-4190.525126955472;42564.50428432226;-14720.633507538587]
5,1,Foraging,Foraging,Adult,{0},{0},[-3515.6894673109055;43599.276025772095;-12812.90795981884]
5,2,Foraging,Foraging,Adult,{4},{4;7},[10974.298993304372;42988.020012795925;-18570.62281703949]
5,3,Interacting with foreign object,Background,Adult,{},{},[59030.45825561881;42305.017867296934;-4160.100428070873]
5,4,Foraging,Foraging,Adult,{2},{2},[8595.857981652953;43564.20298006013;-15552.784460419789]
5,5,Foraging,Background,Adult,{6},{6},[46966.33837890625;40037.49201756716;-15578.765401229262]
5,6,Moving,Background,Adult,{5},{5},[45986.65707087517;39766.677519619465;-17034.699604809284]
5,7,Allogroom,Foraging,Adult,{},{2},[17276.168893173337;42041.95359304547;-21664.62140855193]
6,0,Foraging,Foraging,Adult,{1},{1},[-4621.839054759126;42790.54567486793;-14242.43217842374]
6,1,Foraging,Foraging,Adult,{0},{0},[-3623.913372846786;43594.676561106;-12798.071810738184]
6,2,Foraging,Foraging,Adult,{4},{4;7},[11035.39898877684;43006.402784299105;-18587.950293570757]
6,3,Interacting with foreign object,Background,Adult,{},{},[59030.45825561881;42305.017867296934;-4160.100428070873]
6,4,Foraging,Foraging,Adult,{2},{2},[8720.191372539848;43602.79965251684;-15527.46478638798]
6,5,Foraging,Background,Adult,{},{6},[46966.33837890625;40037.49201756716;-15578.765401229262]
6,6,Moving,Background,Adult,{},{5},[42981.044572234154;39570.58052265644;-18307.778657495975]
6,7,Allogroom,Foraging,Adult,{},{2},[16807.539636336267;42057.30998343229;-21632.318303093314]
7,0,Foraging,Foraging,Adult,{1},{1},[-4596.06308978796;42664.13231039047;-14482.638859391212]
7,1,Foraging,Foraging,Adult,{0},{0},[-3623.913372846786;43594.676561106;-12798.071810738184]
7,2,Foraging,Foraging,Adult,{4},{4;7},[11156.053241729736;43039.59688568115;-18622.908519744873]
7,3,Interacting with foreign object,Background,Adult,{},{},[59030.45825561881;42305.017867296934;-4160.100428070873]
7,4,Foraging,Foraging,Adult,{2},{2},[8841.416197776794;43623.47869205475;-15493.599770784378]
7,5,Foraging,Background,Adult,{},{},[46966.33837890625;40037.49201756716;-15578.765401229262]
7,6,Moving,Background,Adult,{},{},[37461.9488373138;39398.95437930897;-18939.155615529045]
