Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours,Coordinates
0,0,Raised Guarding (Vigilant),Background,Adult,{2},{1;2},[-41898.909204535186;49653.713072218;-21844.696395263076]
0,1,Raised Guarding (Vigilant),Background,Adult,{2},{0;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
0,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1},[-44061.71275448054;50364.35211028904;-21526.51298481971]
1,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2},[-41898.909204535186;49653.713072218;-21844.696395263076]
1,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{0;3;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
1,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1;3},[-44061.71275448054;50364.35211028904;-21526.51298481971]
1,3,Moving,Background,Adult,{1},{0;1;2},[-48913.96936118603;50993.85446064174;-22380.852182514966]
2,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2},[-41898.909204535186;49653.713072218;-21844.696395263076]
2,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{0;3;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
2,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1;3},[-44061.71275448054;50364.35211028904;-21526.51298481971]
2,3,Groom,Background,Adult,{1},{0;1;2},[-49642.60233949125;50986.69489442557;-22308.92008716613]
3,0,Raised Guarding (Vigilant),Background,Adult,{2},{1;2},[-41898.909204535186;49653.713072218;-21844.696395263076]
3,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{0;3;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
3,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1;3},[-44061.71275448054;50364.35211028904;-21526.51298481971]
3,3,Groom,Background,Adult,{1},{1;2},[-49822.465507268906;50983.766033768654;-22251.01872909069]
4,0,Raised Guarding (Vigilant),Background,Adult,{2},{1;2},[-41898.909204535186;49653.713072218;-21844.696395263076]
4,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{0;3;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
4,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1;3},[-44061.71275448054;50364.35211028904;-21526.51298481971]
4,3,Groom,Background,Adult,{1},{1;2},[-49825.0835121423;50990.65466080606;-22174.284461840987]
5,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2},[-41901.962150231004;49665.70588340238;-21774.60969137214]
5,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{0;3;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
5,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1;3},[-44061.71275448054;50364.35211028904;-21526.51298481971]
5,3,Low sitting/standing (stationary),Background,Adult,{1},{0;1;2},[-49734.92445874214;51000.87572224438;-22092.69974823296]
6,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2},[-41901.962150231004;49665.70588340238;-21774.60969137214]
6,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{0;3;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
6,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1;3},[-44061.71275448054;50364.35211028904;-21526.51298481971]
6,3,Groom,Background,Adult,{1},{0;1;2},[-49734.92445874214;51000.87572224438;-22092.69974823296]
7,5,Moving,Sand Area,Adult,{},{},[-74926.0951128006;57571.1508872509;8536.31239849329]
7,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2},[-41901.962150231004;49665.70588340238;-21774.60969137214]
7,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{0;3;2},[-46244.70489547402;50714.181111413985;-22206.4372698199]
7,2,Raised Guarding (Vigilant),Background,Adult,{0;1},{0;1;3},[-44061.71275448054;50364.35211028904;-21526.51298481971]
