Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
0,0,Moving,Foraging,Adult,{1},{1;2}
0,1,Foraging,Foraging,Adult,{0;2},{0;2}
0,2,Foraging,Foraging,Adult,{1},{1;0}
1,0,Moving,Foraging,Adult,{},{1}
1,1,Foraging,Foraging,Adult,{},{0;2}
1,2,Foraging,Foraging,Adult,{},{1}
2,1,Foraging,Foraging,Adult,{},{2}
2,2,Foraging,Foraging,Adult,{},{1}
3,1,Foraging,Foraging,Adult,{},{2}
3,2,Foraging,Foraging,Adult,{},{1}
4,1,Foraging,Foraging,Adult,{},{2}
4,2,Foraging,Foraging,Adult,{},{1}
5,0,Moving,Background,Adult,{},{}
5,1,Foraging,Foraging,Adult,{},{2}
5,2,Foraging,Foraging,Adult,{},{1}
6,1,Foraging,Foraging,Adult,{2},{2}
6,2,Foraging,Foraging,Adult,{1},{1}
7,1,Foraging,Foraging,Adult,{2},{2}
7,2,Foraging,Foraging,Adult,{1},{1}
8,1,Foraging,Foraging,Adult,{2},{2}
8,2,Foraging,Foraging,Adult,{1},{1}
9,1,Foraging,Foraging,Adult,{2},{2}
9,2,Foraging,Foraging,Adult,{1},{1}
10,1,Foraging,Foraging,Adult,{2},{2}
10,2,Foraging,Foraging,Adult,{1},{1}
11,1,Foraging,Foraging,Adult,{2},{2}
11,2,Foraging,Foraging,Adult,{1},{1}
12,1,Foraging,Foraging,Adult,{2},{2}
12,2,Foraging,Foraging,Adult,{1},{1}
13,1,Foraging,Foraging,Adult,{2},{2}
13,2,Foraging,Foraging,Adult,{1},{1}
14,1,Foraging,Foraging,Adult,{2},{2}
14,2,Foraging,Foraging,Adult,{1},{1}
15,1,Foraging,Foraging,Adult,{2},{2}
15,2,Foraging,Foraging,Adult,{1},{1}
16,1,Foraging,Foraging,Adult,{2},{2}
16,2,Foraging,Foraging,Adult,{1},{1}
17,1,Foraging,Foraging,Adult,{2},{2}
17,2,Foraging,Foraging,Adult,{1},{1}
18,1,Foraging,Foraging,Adult,{2},{2}
18,2,Foraging,Foraging,Adult,{1},{1}
19,1,Foraging,Foraging,Adult,{2},{2}
19,2,Foraging,Foraging,Adult,{1},{1}
20,1,Foraging,Foraging,Adult,{2},{2}
20,2,Foraging,Foraging,Adult,{1},{1}
21,1,Foraging,Foraging,Adult,{2},{2}
21,2,Foraging,Foraging,Adult,{1},{1}
22,1,Foraging,Foraging,Adult,{2},{2}
22,2,Foraging,Foraging,Adult,{1},{1}
23,1,Foraging,Foraging,Adult,{2},{2}
23,2,Foraging,Foraging,Adult,{1},{1}
24,1,Foraging,Foraging,Adult,{2},{2}
24,2,Foraging,Foraging,Adult,{1},{1}
25,1,Foraging,Foraging,Adult,{2},{2}
25,2,Foraging,Foraging,Adult,{1},{1}
26,1,Foraging,Foraging,Adult,{2},{2}
26,2,Foraging,Foraging,Adult,{1},{1}
27,1,Foraging,Foraging,Adult,{2},{2}
27,2,Foraging,Foraging,Adult,{1},{1}
28,1,Foraging,Foraging,Adult,{2},{2}
28,2,Foraging,Foraging,Adult,{1},{1}
29,1,Foraging,Foraging,Adult,{2},{2}
29,2,Foraging,Foraging,Adult,{1},{1}
30,1,Foraging,Foraging,Adult,{2},{2}
30,2,Foraging,Foraging,Adult,{1},{1}
31,1,Foraging,Foraging,Adult,{2},{2}
31,2,Foraging,Foraging,Adult,{1},{1}
