Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
0,0,Sunbathe,Sand Area,Adult,{},{}
0,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
0,2,Low sitting/standing (stationary),Mound,Adult,{},{}
0,3,Playfight,Sand Area,Adult,{},{}
0,4,Moving,Sand Area,Adult,{},{}
1,0,Sunbathe,Sand Area,Adult,{},{}
1,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
1,2,Low sitting/standing (stationary),Mound,Adult,{},{}
2,0,Sunbathe,Sand Area,Adult,{},{}
2,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
2,2,Low sitting/standing (stationary),Mound,Adult,{},{}
3,0,Sunbathe,Sand Area,Adult,{},{}
3,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
3,2,Low sitting/standing (stationary),Mound,Adult,{},{}
4,5,Moving,Sand Area,Adult,{},{}
4,0,Sunbathe,Sand Area,Adult,{},{}
4,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
4,2,Low sitting/standing (stationary),Mound,Adult,{},{}
5,5,Moving,Right Sticks Area,Adult,{},{}
5,6,Moving,Around Mound,Adult,{},{}
5,7,Moving,Left Sticks Area,Adult,{},{}
5,0,Sunbathe,Sand Area,Adult,{},{}
5,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
5,2,Low sitting/standing (stationary),Mound,Adult,{},{}
6,7,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{}
6,0,Sunbathe,Sand Area,Adult,{},{}
6,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
6,2,Low sitting/standing (stationary),Mound,Adult,{},{}
7,7,Low sitting/standing (stationary),Left Sticks Area,Adult,{},{}
7,0,Sunbathe,Sand Area,Adult,{},{}
7,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
7,2,Low sitting/standing (stationary),Mound,Adult,{},{}
8,7,Moving,Left Sticks Area,Adult,{},{}
8,0,Sunbathe,Sand Area,Adult,{},{}
8,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
8,2,Low sitting/standing (stationary),Mound,Adult,{},{}
9,0,Sunbathe,Sand Area,Adult,{},{}
9,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
9,2,Low sitting/standing (stationary),Mound,Adult,{},{}
10,0,Sunbathe,Sand Area,Adult,{},{}
10,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
10,2,Low sitting/standing (stationary),Mound,Adult,{},{}
11,0,Sunbathe,Sand Area,Adult,{},{}
11,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
11,2,Low sitting/standing (stationary),Mound,Adult,{},{}
12,0,Sunbathe,Sand Area,Adult,{},{}
12,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
12,2,Low sitting/standing (stationary),Mound,Adult,{},{}
13,0,Sunbathe,Sand Area,Adult,{},{}
13,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
13,2,Low sitting/standing (stationary),Mound,Adult,{},{}
14,0,Sunbathe,Sand Area,Adult,{},{}
14,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
14,2,Low sitting/standing (stationary),Mound,Adult,{},{}
15,0,Sunbathe,Sand Area,Adult,{},{}
15,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
15,2,Low sitting/standing (stationary),Mound,Adult,{},{}
16,0,Sunbathe,Sand Area,Adult,{},{}
16,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
16,2,Low sitting/standing (stationary),Mound,Adult,{},{}
17,0,Sunbathe,Sand Area,Adult,{},{}
17,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
17,2,Low sitting/standing (stationary),Mound,Adult,{},{}
18,0,Sunbathe,Sand Area,Adult,{},{}
18,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
18,2,Low sitting/standing (stationary),Mound,Adult,{},{}
19,0,Sunbathe,Sand Area,Adult,{},{}
19,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
19,2,Low sitting/standing (stationary),Mound,Adult,{},{}
20,0,Sunbathe,Sand Area,Adult,{},{}
20,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
20,2,Low sitting/standing (stationary),Mound,Adult,{},{}
21,0,Sunbathe,Sand Area,Adult,{},{}
21,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
21,2,Low sitting/standing (stationary),Mound,Adult,{},{}
22,0,Sunbathe,Sand Area,Adult,{},{}
22,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
22,2,Low sitting/standing (stationary),Mound,Adult,{},{}
23,0,Sunbathe,Sand Area,Adult,{},{}
23,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
23,2,Low sitting/standing (stationary),Mound,Adult,{},{}
24,0,Sunbathe,Sand Area,Adult,{},{}
24,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
24,2,Low sitting/standing (stationary),Mound,Adult,{},{}
25,8,Moving,Sand Area,Adult,{},{}
25,0,Sunbathe,Sand Area,Adult,{},{}
25,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
25,2,Low sitting/standing (stationary),Mound,Adult,{},{}
26,8,Moving,Sand Area,Adult,{},{}
26,9,Moving,Sand Area,Adult,{},{}
26,0,Sunbathe,Sand Area,Adult,{},{}
26,1,Raised Guarding (Vigilant),Mound,Adult,{},{}
26,2,Low sitting/standing (stationary),Mound,Adult,{},{}
27,5,Moving,Right Sticks Area,Adult,{},{}
27,8,Moving,Sand Area,Adult,{},{}
