Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
0,0,Raised Guarding (Vigilant),Background,Adult,{2},{1;2}
0,1,Raised Guarding (Vigilant),Background,Adult,{2},{0;2}
0,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{1;0}
1,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2}
1,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
1,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
1,3,Moving,Background,Adult,{1},{1;0;2}
2,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2}
2,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
2,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
2,3,Groom,Background,Adult,{1},{1;0;2}
3,0,Raised Guarding (Vigilant),Background,Adult,{2},{1;2}
3,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
3,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
3,3,Groom,Background,Adult,{1},{1;2}
4,0,Raised Guarding (Vigilant),Background,Adult,{2},{1;2}
4,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
4,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
4,3,Groom,Background,Adult,{1},{1;2}
5,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2}
5,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
5,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
5,3,Low sitting/standing (stationary),Background,Adult,{1},{1;0;2}
6,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2}
6,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
6,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
6,3,Groom,Background,Adult,{1},{1;0;2}
7,5,Moving,Sand Area,Adult,{},{}
7,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2}
7,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
7,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
7,3,Groom,Background,Adult,{1},{1;0;2}
8,5,Moving,Sand Area,Adult,{},{}
8,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2}
8,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
8,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
8,3,Groom,Background,Adult,{1},{1;0;2}
9,5,Moving,Mound,Adult,{},{}
9,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;1;2}
9,1,Raised Guarding (Vigilant),Background,Adult,{3;2},{3;0;2}
9,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
9,3,Groom,Background,Adult,{1},{1;0;2}
10,5,Moving,Mound,Adult,{},{}
10,0,Raised Guarding (Vigilant),Background,Adult,{2},{3;2}
10,2,Raised Guarding (Vigilant),Background,Adult,{0},{3;0}
10,3,Groom,Background,Adult,{},{0;2}
11,5,Moving,Mound,Adult,{},{}
11,0,Raised Guarding (Vigilant),Background,Adult,{1;2},{3;1;2}
11,1,Moving,Background,Adult,{0;2},{0;2}
11,2,Raised Guarding (Vigilant),Background,Adult,{1;0},{3;1;0}
11,3,Groom,Background,Adult,{},{0;2}
