Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
0,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
0,1,Low sitting/standing (stationary),Sand Area,Adult,{},{}
0,2,Interact with pup,Sand Area,Adult,{3;10},{3;4;10}
0,3,Interact with pup,Sand Area,Adult,{4;2},{4;10;11;2}
0,4,Interact with pup,Sand Area,Adult,{3;10},{3;10;11;2}
0,5,Low sitting/standing (stationary),Sand Area,Adult,{},{11}
0,7,Lying/resting (stationary),Around Mound,Adult,{9;8},{9;8}
0,8,None,Around Mound,Pup,{9;7},{9;7}
0,9,None,Around Mound,Pup,{7;8},{7;8}
0,10,None,Sand Area,Pup,{4;2},{3;4;2}
0,11,None,Sand Area,Pup,{},{3;4;5}
1,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
1,1,Low sitting/standing (stationary),Sand Area,Adult,{},{}
1,2,Low sitting/standing (stationary),Sand Area,Adult,{10},{3;10}
1,3,Interact with pup,Sand Area,Adult,{},{10;11;2}
1,4,Moving,Sand Area,Adult,{},{10}
1,5,Moving,Sand Area,Adult,{},{11}
1,7,Lying/resting (stationary),Around Mound,Adult,{9;8},{9;8}
1,8,None,Around Mound,Pup,{9;7},{9;7}
1,9,None,Around Mound,Pup,{7;8},{7;8}
1,10,None,Sand Area,Pup,{2},{3;4;2}
1,11,None,Sand Area,Pup,{},{3;5}
2,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
2,1,Dig burrow,Sand Area,Adult,{},{}
2,2,Low sitting/standing (stationary),Sand Area,Adult,{10},{3;10}
2,3,Interact with pup,Sand Area,Adult,{10},{10;11;2}
2,4,Moving,Sand Area,Adult,{},{}
2,5,Moving,Sand Area,Adult,{},{11}
2,7,Lying/resting (stationary),Around Mound,Adult,{9;8},{9;8}
2,8,None,Around Mound,Pup,{9;7},{9;7}
2,9,None,Around Mound,Pup,{7;8},{7;8}
2,10,None,Sand Area,Pup,{3;2},{3;2}
2,11,None,Sand Area,Pup,{},{3;5}
3,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
3,1,Dig burrow,Sand Area,Adult,{},{}
3,2,Low sitting/standing (stationary),Sand Area,Adult,{10},{3;10}
3,3,Interact with pup,Sand Area,Adult,{10},{10;5;11;2}
3,4,Dig burrow,Sand Area,Adult,{},{}
3,5,Moving,Sand Area,Adult,{11},{3;11}
3,7,Lying/resting (stationary),Around Mound,Adult,{9;8},{9;8}
3,8,None,Around Mound,Pup,{9;7},{9;7}
3,9,None,Around Mound,Pup,{7;8},{7;8}
3,10,None,Sand Area,Pup,{3;2},{3;2}
3,11,None,Sand Area,Pup,{5},{3;5}
4,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
4,1,Dig burrow,Sand Area,Adult,{},{}
4,2,High sitting/standing (Vigilant),Sand Area,Adult,{10},{3;10}
4,3,Interact with pup,Sand Area,Adult,{10},{10;5;11;2}
4,4,Moving,Sand Area,Adult,{},{}
4,5,Moving,Sand Area,Adult,{},{3;11}
4,7,Lying/resting (stationary),Around Mound,Adult,{9;8},{9;8}
4,8,None,Around Mound,Pup,{9;7},{9;7}
4,9,None,Around Mound,Pup,{7;8},{7;8}
4,10,None,Sand Area,Pup,{3;2},{3;2}
4,11,None,Sand Area,Pup,{},{3;5}
5,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
5,1,Dig burrow,Sand Area,Adult,{},{}
5,2,High sitting/standing (Vigilant),Sand Area,Adult,{},{}
5,3,Carry pup,Sand Area,Adult,{10},{4;10;11}
5,4,Moving,Sand Area,Adult,{},{3}
5,5,Moving,Sand Area,Adult,{},{10;9;7;11}
5,7,Lying/resting (stationary),Around Mound,Adult,{9;8},{9;5;8}
5,8,None,Around Mound,Pup,{9;7},{9;7}
5,9,None,Around Mound,Pup,{7;8},{7;5;8}
5,10,None,Sand Area,Pup,{3;11},{3;5;11}
5,11,None,Sand Area,Pup,{10},{3;10;5}
6,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
6,1,Dig burrow,Sand Area,Adult,{},{}
6,2,High sitting/standing (Vigilant),Sand Area,Adult,{},{4;5}
6,3,Interact with pup,Sand Area,Adult,{10},{10;11}
6,4,Moving,Sand Area,Adult,{},{11;2}
6,5,Low sitting/standing (stationary),Sand Area,Adult,{},{7;11;2}
6,7,Lying/resting (stationary),Around Mound,Adult,{9;8},{9;5;8}
6,8,None,Around Mound,Pup,{9;7},{9;7}
6,9,None,Around Mound,Pup,{7;8},{7;8}
6,10,None,Sand Area,Pup,{3},{3;11}
6,11,None,Sand Area,Pup,{},{3;4;10;5}
7,0,Raised Guarding (Vigilant),Mound,Adult,{},{}
7,1,Dig burrow,Sand Area,Adult,{},{}
7,2,High sitting/standing (Vigilant),Sand Area,Adult,{},{4;5}
7,3,Interact with pup,Sand Area,Adult,{10},{4;10;11}
7,4,Interact with pup,Sand Area,Adult,{},{3;5;11;2}
7,5,Low sitting/standing (stationary),Sand Area,Adult,{},{4;7;11;2}
