Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
0,0,Dig burrow,Sand Area,Adult,{},{}
0,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{}
0,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{}
0,5,None,Right Sticks Area,Pup,{6},{6;7}
0,6,None,Right Sticks Area,Pup,{5},{5}
0,7,None,Right Sticks Area,Pup,{},{5}
0,8,Raised Guarding (Vigilant),Mound,Adult,{},{}
1,0,Dig burrow,Sand Area,Adult,{},{}
1,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{}
1,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{}
1,5,None,Right Sticks Area,Pup,{6},{6}
1,6,None,Right Sticks Area,Pup,{5},{5}
1,7,None,Background,Pup,{},{}
1,8,Raised Guarding (Vigilant),Mound,Adult,{},{}
2,0,Dig burrow,Sand Area,Adult,{},{}
2,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{}
2,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{}
2,5,None,Right Sticks Area,Pup,{6},{6}
2,6,None,Right Sticks Area,Pup,{5},{5}
2,7,None,Background,Pup,{},{}
2,8,Raised Guarding (Vigilant),Mound,Adult,{},{}
3,0,Dig burrow,Sand Area,Adult,{},{}
3,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{}
3,2,High sitting/standing (Vigilant),Right Sand Area,Adult,{},{}
3,5,None,Right Sticks Area,Pup,{6},{6}
3,6,None,Right Sticks Area,Pup,{5},{5}
3,7,None,Background,Pup,{},{}
3,8,Raised Guarding (Vigilant),Mound,Adult,{},{}
4,0,Dig burrow,Sand Area,Adult,{},{}
4,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{}
4,2,Low sitting/standing (stationary),Right Sand Area,Adult,{},{}
4,5,None,Right Sticks Area,Pup,{},{6}
4,6,None,Right Sticks Area,Pup,{7},{7;5}
4,7,None,Background,Pup,{6},{6}
4,8,Raised Guarding (Vigilant),Mound,Adult,{},{}
5,0,Dig burrow,Sand Area,Adult,{},{}
5,1,High sitting/standing (Vigilant),Sand Area,Adult,{},{}
5,2,Low sitting/standing (stationary),Right Sand Area,Adult,{},{}
5,3,High sitting/standing (Vigilant),Right Sticks Area,Adult,{6;7},{6;7;5}
5,5,None,Right Sticks Area,Pup,{},{3}
5,6,None,Background,Pup,{3;7},{3;7}
5,7,None,Background,Pup,{3;6},{3;6}
5,8,Raised Guarding (Vigilant),Mound,Adult,{},{}
6,0,Dig burrow,Sand Area,Adult,{},{}
6,1,Moving,Sand Area,Adult,{},{}
6,2,Low sitting/standing (stationary),Right Sand Area,Adult,{},{}
6,3,High sitting/standing (Vigilant),Right Sticks Area,Adult,{6;7},{6;7;5}
6,5,None,Right Sticks Area,Pup,{},{3}
6,6,None,Background,Pup,{3;7},{3;7}
6,7,None,Background,Pup,{3;6},{3;6}
6,8,Raised Guarding (Vigilant),Mound,Adult,{},{}
7,0,Dig burrow,Sand Area,Adult,{},{}
7,1,Dig burrow,Sand Area,Adult,{},{}
