Time,ID,Behaviour,Zone,Meerkat type,Close_neighbours,Distant_neighbours
0,0,Foraging,Foraging,Adult,{1},{3;1;4;2}
0,1,Foraging,Foraging,Adult,{3;0;2},{3;4;0;2}
0,2,Foraging,Foraging,Adult,{3;1;4},{3;1;0;4}
0,3,Foraging,Foraging,Adult,{4;1;2},{4;1;0;2}
0,4,Foraging,Foraging,Adult,{3;2},{3;1;0;2}
1,0,Foraging,Foraging,Adult,{1},{3;1;4}
1,1,Foraging,Foraging,Adult,{3;0},{3;4;0}
1,3,Foraging,Foraging,Adult,{1;4},{1;0;4}
1,4,Foraging,Foraging,Adult,{3},{3;1;0}
2,0,Foraging,Foraging,Adult,{1},{3;1;4}
2,1,Foraging,Foraging,Adult,{3;0},{3;4;0}
2,3,Foraging,Foraging,Adult,{1;4},{1;0;4}
2,4,Foraging,Foraging,Adult,{3},{3;1;0}
3,0,Foraging,Foraging,Adult,{1},{3;1;4}
3,1,Foraging,Foraging,Adult,{3;0},{3;4;0}
3,3,Foraging,Foraging,Adult,{1;4},{1;0;4}
3,4,Foraging,Foraging,Adult,{3},{3;1;0}
4,0,Foraging,Foraging,Adult,{1},{3;1;4}
4,1,Foraging,Foraging,Adult,{3;0},{3;4;0}
4,3,Foraging,Foraging,Adult,{1;4},{1;0;4}
4,4,Foraging,Foraging,Adult,{3},{3;1;0}
5,0,Foraging,Foraging,Adult,{1},{3;1;4}
5,1,Foraging,Foraging,Adult,{3;0},{3;4;0}
5,3,Foraging,Foraging,Adult,{1;4},{1;0;4}
5,4,Foraging,Foraging,Adult,{3},{3;1;0}
6,0,Foraging,Foraging,Adult,{1},{1;4}
6,1,Foraging,Foraging,Adult,{0},{4;0}
6,4,Foraging,Foraging,Adult,{},{1;0}
7,0,Foraging,Foraging,Adult,{1},{1;4}
7,1,Foraging,Foraging,Adult,{0},{4;0}
7,4,Foraging,Foraging,Adult,{},{1;0}
8,0,Foraging,Foraging,Adult,{1},{3;1;4}
8,1,Foraging,Foraging,Adult,{3;4;0},{3;4;0}
8,3,Foraging,Foraging,Adult,{1;4},{1;0;4}
8,4,Foraging,Foraging,Adult,{3;1},{3;1;0}
9,0,Foraging,Foraging,Adult,{1},{3;1;4}
9,1,Foraging,Foraging,Adult,{3;4;0},{3;4;0}
9,3,Foraging,Foraging,Adult,{1;4},{1;0;4}
9,4,Foraging,Foraging,Adult,{3;1},{3;1;0}
10,5,Foraging,Foraging,Adult,{3;1;0;4},{3;1;0;4}
10,0,Foraging,Foraging,Adult,{1;5},{3;1;5;4}
10,1,Foraging,Foraging,Adult,{3;4;5;0},{3;4;5;0}
10,3,Foraging,Foraging,Adult,{1;5;4},{4;1;5;0}
10,4,Foraging,Foraging,Adult,{3;1;5},{3;1;5;0}
11,5,Interacting with foreign object,Foraging,Adult,{3;1;0;4},{3;1;0;4}
11,0,Foraging,Foraging,Adult,{1;5},{3;1;5;4}
11,1,Foraging,Foraging,Adult,{3;4;5;0},{3;4;5;0}
